id,lat,long,alt,real_lat,real_long,real_alt,next_lat,next_long
1,31.27727237,34.83700544,321.0882736,31.277287,34.83616,433.855988,31.277287,34.83616
2,31.27739644,34.83724743,321.1651709,31.277287,34.83616,433.855988,31.277287,34.83616
3,31.27719517,34.83823353,321.0053122,31.277287,34.83616,433.855988,31.277287,34.83616
4,31.2764738,34.83627901,320.9993933,31.277287,34.83616,433.855988,31.277287,34.83616
5,31.27707567,34.83715902,321.0007886,31.277287,34.83616,433.855988,31.277287,34.83616
6,31.27697285,34.83706245,323.6664489,31.277287,34.83616,433.855988,31.277287,34.83616
7,31.27723867,34.83694309,321.1754736,31.277287,34.83616,433.855988,31.277287,34.83616
8,31.27735535,34.83880065,321.0719056,31.277287,34.83616,433.855988,31.277287,34.83616
9,31.27739542,34.83761551,320.9977543,31.277287,34.83616,433.855988,31.277287,34.83616
10,31.27737874,34.83721871,320.7062604,31.277287,34.83616,433.855988,31.277287,34.83616
11,31.27746356,34.83725071,321.0020573,31.277287,34.83616,433.804993,31.277287,34.83616
12,31.27736842,34.83780339,321.5438666,31.277287,34.83616,433.804993,31.277287,34.83616
13,31.2774155,34.83707354,321.0003869,31.277287,34.83616,433.804993,31.277287,34.83616
14,31.27769736,34.83839318,321.0109277,31.277287,34.83616,433.804993,31.277287,34.83616
15,31.27682738,34.83857254,320.9858645,31.277287,34.83616,433.804993,31.277287,34.83616
16,31.27739243,34.83860028,321.2857378,31.277287,34.83616,433.804993,31.277287,34.83616
17,31.27742445,34.83722174,321.0480602,31.277287,34.83616,433.804993,31.277287,34.83616
18,31.27835921,34.82756437,320.9888436,31.277287,34.83616,433.804993,31.277287,34.83616
19,31.27740157,34.8370916,320.9310888,31.277287,34.83616,433.804993,31.277287,34.83616
20,31.27700109,34.83894297,321.0571373,31.277287,34.83616,433.804993,31.277287,34.83616
21,31.27707368,34.83836183,321.0034694,31.277287,34.83616,433.804993,31.277287,34.83616
22,31.28032334,34.84408428,321.1589141,31.277287,34.83616,433.804993,31.277287,34.83616
23,31.27727656,34.83702089,323.0884587,31.277287,34.83616,433.743988,31.277287,34.83616
24,31.27719447,34.83683595,320.9988694,31.277287,34.83616,433.743988,31.277287,34.83616
25,31.27742325,34.83714046,320.9999973,31.277287,34.83616,433.743988,31.277287,34.83616
26,31.27727957,34.8367281,321.063516,31.277287,34.83616,433.743988,31.277287,34.83616
27,31.27723976,34.83695727,321.0001215,31.277287,34.83616,433.743988,31.277287,34.83616
28,31.27753895,34.83918905,321.0459686,31.277287,34.83616,433.743988,31.277287,34.83616
29,31.27764618,34.83790779,320.9973331,31.277287,34.83616,433.743988,31.277287,34.83616
30,31.27744045,34.83737606,320.9949714,31.277287,34.83616,433.743988,31.277287,34.83616
31,31.27759806,34.83714105,321.5013188,31.277287,34.83616,433.743988,31.277287,34.83616
32,31.27697006,34.84185013,321.0461729,31.277287,34.83616,433.743988,31.277287,34.83616
33,31.2774287,34.83715382,320.9999688,31.277287,34.83616,433.743988,31.277287,34.83616
34,31.27731171,34.8376741,321.0868386,31.277287,34.83616,433.743988,31.277287,34.836161
35,31.27779538,34.83799957,320.9833701,31.277287,34.836161,433.677002,31.277287,34.836161
36,31.27690672,34.83596035,321.4609304,31.277287,34.836161,433.677002,31.277287,34.836161
37,31.27786215,34.83371524,320.9990955,31.277287,34.836161,433.677002,31.277287,34.836161
38,31.27753532,34.83705788,321.1900395,31.277287,34.836161,433.677002,31.277287,34.836161
39,31.27907477,34.84271163,322.1176647,31.277287,34.836161,433.677002,31.277287,34.836161
40,31.27740446,34.8400376,316.3142821,31.277287,34.836161,433.677002,31.277286,34.836162
41,31.27684655,34.83858428,320.6379635,31.277286,34.836162,433.677002,31.277286,34.836162
42,31.27715944,34.83703451,320.9770079,31.277286,34.836162,433.677002,31.277286,34.836162
43,31.27726354,34.83691045,321.0009153,31.277286,34.836162,433.677002,31.277286,34.836162
44,31.27774165,34.83747114,319.9301044,31.277286,34.836162,433.677002,31.277286,34.836162
45,31.27416273,34.83487745,329.379032,31.277286,34.836162,433.677002,31.277286,34.836162
46,31.27770877,34.83777523,320.9968506,31.277286,34.836162,433.677002,31.277286,34.836163
47,31.27719877,34.83692713,321.0221225,31.277286,34.836163,433.60199,31.277286,34.836163
48,31.27750213,34.8376938,321.0826416,31.277286,34.836163,433.60199,31.277286,34.836163
49,31.27984416,34.83563325,319.2908145,31.277286,34.836163,433.60199,31.277286,34.836163
50,31.27723071,34.83686948,320.9877173,31.277286,34.836163,433.60199,31.277286,34.836163
51,31.27738561,34.83765668,321.0087122,31.277286,34.836163,433.60199,31.277286,34.836163
52,31.2770735,34.83783492,322.6817761,31.277286,34.836163,433.60199,31.277285,34.836165
53,31.27768412,34.83727487,320.0253686,31.277285,34.836165,433.60199,31.277285,34.836165
54,31.27749893,34.83731571,320.9972421,31.277285,34.836165,433.60199,31.277285,34.836165
55,31.27724154,34.83762976,321.9316844,31.277285,34.836165,433.60199,31.277285,34.836165
56,31.27743463,34.83742356,323.5267632,31.277285,34.836165,433.60199,31.277285,34.836165
57,31.28308533,34.96346332,321.976674,31.277285,34.836165,433.60199,31.277285,34.836165
58,31.27753754,34.83674421,320.9575272,31.277285,34.836165,433.60199,31.277284,34.836167
59,31.27559382,34.83821519,320.9537371,31.277284,34.836167,433.552002,31.277284,34.836167
60,31.27742152,34.83751458,321.0081455,31.277284,34.836167,433.552002,31.277284,34.836167
61,31.27788608,34.83770477,321.0565533,31.277284,34.836167,433.552002,31.277284,34.836167
62,31.27731046,34.8370929,322.2101444,31.277284,34.836167,433.552002,31.277284,34.836167
63,31.27730149,34.83750531,320.9662095,31.277284,34.836167,433.552002,31.277284,34.836167
64,31.2777727,34.84040181,320.9158635,31.277284,34.836167,433.552002,31.277283,34.836169
65,31.27742047,34.83661852,321.0444329,31.277283,34.836169,433.552002,31.277283,34.836169
66,31.2774225,34.83589604,321.0625328,31.277283,34.836169,433.552002,31.277283,34.836169
67,31.27729494,34.8371123,321.0345839,31.277283,34.836169,433.552002,31.277283,34.836169
68,31.27706761,34.83870265,321.0112432,31.277283,34.836169,433.552002,31.277283,34.836169
69,31.2755349,34.83621296,322.1176665,31.277283,34.836169,433.552002,31.277283,34.836169
70,31.27746085,34.83686916,321.1496889,31.277283,34.836169,433.552002,31.277281,34.836172
71,31.27791668,34.83918052,321.0309165,31.277281,34.836172,433.475006,31.277281,34.836172
72,31.27725132,34.83695417,328.8506878,31.277281,34.836172,433.475006,31.277281,34.836172
73,31.27705523,34.83700274,322.3779695,31.277281,34.836172,433.475006,31.277281,34.836172
74,31.27731301,34.83699642,321.0269682,31.277281,34.836172,433.475006,31.277281,34.836172
75,31.27739993,34.83698965,320.9995263,31.277281,34.836172,433.475006,31.27728,34.836174
76,31.27752621,34.83717229,321.2313608,31.27728,34.836174,433.475006,31.27728,34.836174
77,31.27688958,34.84656277,320.59845,31.27728,34.836174,433.475006,31.27728,34.836174
78,31.27788855,34.83548835,320.8986839,31.27728,34.836174,433.475006,31.27728,34.836174
79,31.27745335,34.83698418,320.9995767,31.27728,34.836174,433.475006,31.27728,34.836174
80,31.27731354,34.8331885,321.3404412,31.27728,34.836174,433.475006,31.27728,34.836174
81,31.27409002,34.8221192,320.7533877,31.27728,34.836174,433.475006,31.277278,34.836178
82,31.2772258,34.83760437,322.017765,31.277278,34.836178,433.428009,31.277278,34.836178
83,31.27662819,34.83728829,320.9989289,31.277278,34.836178,433.428009,31.277278,34.836178
84,31.27772704,34.83671357,320.9861387,31.277278,34.836178,433.428009,31.277278,34.836178
85,31.2775689,34.836838,321.2409814,31.277278,34.836178,433.428009,31.277278,34.836178
86,31.27808852,34.83710522,321.2450167,31.277278,34.836178,433.428009,31.277278,34.836178
87,31.27652267,34.83764359,321.0072811,31.277278,34.836178,433.428009,31.277278,34.836178
88,31.27777638,34.83502412,320.9994313,31.277278,34.836178,433.428009,31.277276,34.836181
89,31.27570333,34.8461781,314.1603094,31.277276,34.836181,433.428009,31.277276,34.836181
90,31.27720539,34.83684164,321.043122,31.277276,34.836181,433.428009,31.277276,34.836181
91,31.27719221,34.83757173,322.0468973,31.277276,34.836181,433.428009,31.277276,34.836181
92,31.27725958,34.83752779,322.0480357,31.277276,34.836181,433.428009,31.277276,34.836181
93,31.2784914,34.83645783,321.0186504,31.277276,34.836181,433.428009,31.277275,34.836185
94,31.26984678,34.8320698,321.0124149,31.277275,34.836185,433.394989,31.277275,34.836185
95,31.27709069,34.83867264,321.0179295,31.277275,34.836185,433.394989,31.277275,34.836185
96,31.27718506,34.84150541,319.8381855,31.277275,34.836185,433.394989,31.277275,34.836185
97,31.27789186,34.83712798,320.8865707,31.277275,34.836185,433.394989,31.277275,34.836185
98,31.27696943,34.83876849,320.9998027,31.277275,34.836185,433.394989,31.277275,34.836185
99,31.27781514,34.8346471,324.1147338,31.277275,34.836185,433.394989,31.277273,34.836189
100,31.27832397,34.83558806,325.8067603,31.277273,34.836189,433.394989,31.277273,34.836189
101,31.27696149,34.83854875,321.0065261,31.277273,34.836189,433.394989,31.277273,34.836189
102,31.27747985,34.83831192,322.135183,31.277273,34.836189,433.394989,31.277273,34.836189
103,31.27689307,34.83724727,320.7373574,31.277273,34.836189,433.394989,31.277273,34.836189
104,31.27723183,34.83697652,321.0036294,31.277273,34.836189,433.394989,31.277273,34.836189
105,31.27717602,34.83750972,321.8409512,31.277273,34.836189,433.394989,31.277273,34.836189
106,31.27732913,34.8382231,321.0038074,31.277273,34.836189,433.394989,31.27727,34.836194
107,31.27708894,34.83735715,322.3025448,31.27727,34.836194,433.359009,31.27727,34.836194
108,31.27708816,34.8371168,322.641864,31.27727,34.836194,433.359009,31.27727,34.836194
109,31.27728966,34.83684806,321.2011907,31.27727,34.836194,433.359009,31.27727,34.836194
110,31.27707587,34.83752396,321.0008314,31.27727,34.836194,433.359009,31.27727,34.836194
